epoch,LR,train_loss,train_iou,val_dice,val_iou,val_count
1,0.0003,0.5073827564855278,0.4977313109925208,0.6435633697449374,0.48768735455118745,0
2,0.00027135350407127024,0.4898774239011022,0.514930788425422,0.6393453785921575,0.4836066020280863,1
3,0.00019635600407127022,0.47556621524003834,0.5295068080791012,0.6662626848465815,0.5136229947880879,0
4,0.00010365399592872976,0.4500633423978632,0.5552416209911639,0.6700674663054382,0.5302083685447428,0
5,2.8656495928729772e-05,0.42497038066665055,0.5771752948005212,0.6985965496945625,0.5551408045637841,0
6,0.0003,0.4738886129189204,0.5297960082023396,0.6720416512560711,0.5216921036677382,1
7,0.00029265872216169156,0.4552584979292396,0.5481306570974545,0.6869985502464947,0.5388488462772941,2
8,0.00027135350407127024,0.4550607490998048,0.5453230741430133,0.6384872805528572,0.49287089716814514,3
9,0.00023816984891760948,0.4465372310929643,0.5529231089830976,0.6908051693451227,0.5451370683557164,4
10,0.00019635600407127022,0.44248899202663583,0.5582500440884072,0.6747292111254412,0.5220813869961801,5
11,0.00015000499999999998,0.417616963838086,0.5798560554799128,0.6782293311358983,0.5257505026918492,6
12,0.00010365399592872976,0.41274049068803276,0.5842776108169974,0.7132188440353006,0.5738805859878786,0
13,6.18401510823905e-05,0.3983507222367889,0.596243328632933,0.7083141981323282,0.5725744276749458,1
14,2.8656495928729772e-05,0.39821096257868904,0.5912346493351757,0.7031299726265092,0.5584730314417455,2
15,7.351277838308446e-06,0.3866126244162624,0.6011094429611596,0.7187711904744958,0.5818697421663722,0
16,0.0003,0.42011519186285545,0.5772333936084337,0.7136478328208026,0.5740715278644413,1
17,0.00029815331264756767,0.4260986401484563,0.5786588597587877,0.7073526085052948,0.5678886098163276,2
18,0.00029265872216169156,0.41752068865132497,0.58055549459584,0.712662775595431,0.5717465313839558,3
19,0.0002836515235956342,0.41112833579520247,0.5858581639057178,0.6855227844768433,0.540345747220939,4
20,0.00027135350407127024,0.41851328528705456,0.5816339350939083,0.7100329634964311,0.5687219719698663,5
21,0.00025606748164407614,0.41306425790825646,0.5825211014790916,0.7161510605786717,0.5791763496538166,6
22,0.00023816984891760948,0.4218740302609119,0.5768934913528481,0.7108570187507276,0.575761280757069,7
23,0.00021810130500843328,0.41732856450658856,0.5794648859604605,0.6995363864896021,0.5547423495121846,8
24,0.00019635600407127022,0.4142278154621591,0.5802491649489163,0.7099584820214527,0.5703989101148371,9
25,0.00017346938758370942,0.40261203519531064,0.5917886475192661,0.7139669056737407,0.5801173380042747,10
26,0.00015000499999999998,0.3991733181587744,0.5966181655878464,0.7211427134603509,0.5853018146149314,0
27,0.0001265406124162906,0.3908687664287074,0.6018151906017979,0.7274333064926445,0.5904054999366253,0
28,0.00010365399592872976,0.3909689999404765,0.6021368205995771,0.7234042798545364,0.5879038751740264,1
29,8.190869499156667e-05,0.3830951406405522,0.6060999226203534,0.7245550325122747,0.5853160781774673,2
30,6.18401510823905e-05,0.3830007056082601,0.6069257980456012,0.71533814878568,0.5828193745312853,3
31,4.394251835592381e-05,0.36919055446669774,0.6168106125581287,0.7259018041620237,0.5911245876808126,4
32,2.8656495928729772e-05,0.3617142763310101,0.6243181825589771,0.7279580279427016,0.5942374144270111,0
33,1.6358476404365774e-05,0.37367058731181363,0.6162417353496651,0.7298168444911702,0.5955554096119218,0
34,7.351277838308446e-06,0.3604541491968926,0.6254930954361565,0.7291336759035224,0.5949259471104446,1
35,1.8566873524323265e-06,0.37299698612073084,0.615936334991497,0.7306664160019434,0.5956575656664953,0
36,0.0003,0.4138213648245885,0.5852010703312878,0.7229056793421281,0.584673651852361,1
37,0.00029953761547330053,0.3912096968689165,0.6006867194449779,0.7198637413160447,0.5815653775531783,2
38,0.00029815331264756767,0.3937666347393623,0.598611306881835,0.7052922455643834,0.5598204620814596,3
39,0.00029585562621004945,0.3943342687714072,0.596298987797112,0.7300788544895872,0.5931130395369508,4
40,0.00029265872216169156,0.400961721033761,0.5937765789676339,0.7263204245951433,0.5880398750564896,5
41,0.0002885823104790304,0.40193484546421293,0.5933460130814437,0.7104895331329362,0.5726946936944981,6
42,0.0002836515235956342,0.39704667993914555,0.6007938298904361,0.7188710684126023,0.5841929260857627,7
43,0.00027789676145229203,0.3990596763807021,0.5948667893077488,0.6994434404986991,0.564271419707479,8
44,0.00027135350407127024,0.3961146415877731,0.60164084603875,0.7225896096365059,0.5837219204494681,9
45,0.0002640620928101766,0.3914496587776082,0.6016957477786532,0.7078645396883659,0.565386245157349,10
46,0.00025606748164407614,0.38951744347602335,0.6036171842897337,0.7077158911492887,0.5677408718677688,11
47,0.0002474189600092859,0.3819736305685032,0.6061034320279839,0.7351709743613243,0.6020667214239769,0
48,0.00023816984891760948,0.38400298916237613,0.6097552899444114,0.7221742741342936,0.5864016519363531,1
49,0.0002283771722145687,0.38407308870540074,0.6078918041528195,0.7115025161638696,0.5776866564937665,2
50,0.00021810130500843328,0.3792848773213811,0.6122148197028586,0.7161933429778083,0.5837685303246277,3
51,0.00020740560143760162,0.37501881174343726,0.6144045961640955,0.6972441148712756,0.5656604252113918,4
52,0.00019635600407127022,0.381360137118743,0.6091057088927916,0.7355406197098338,0.6009701974546251,0
53,0.00018502063735156653,0.3759892381085105,0.6197355939836297,0.7286808507544377,0.5948556139178977,1
54,0.00017346938758370942,0.3756283716339887,0.616016215736874,0.7348063793418564,0.6001750931466889,2
55,0.0001617734720636981,0.3644045312261526,0.6258571764937625,0.7334885526823375,0.597269020551945,3
56,0.00015000499999999998,0.3719818942891412,0.6189882426385446,0.7414936864125092,0.6090709485812629,0
57,0.0001382365279363019,0.365656266627195,0.6238732932221441,0.7268193460029698,0.587331142321831,1
58,0.0001265406124162906,0.36579854833287795,0.6204222042972412,0.7381866496555518,0.6064646728314039,2
59,0.00011498936264843347,0.3579684416036228,0.629383947388904,0.7300006212705681,0.5972403853559181,3
60,0.00010365399592872976,0.3493874904228535,0.6379588938898677,0.7347400087323097,0.5978677152133438,4
61,9.260439856239836e-05,0.36359097527248874,0.6233264076194808,0.7267236427324533,0.5928749538182682,5
62,8.190869499156667e-05,0.3500896082683043,0.6370896793428389,0.7443365003790424,0.6100137319330543,0
63,7.163282778543125e-05,0.353312630909723,0.6346651094946346,0.7374525397513642,0.6007954364693116,1
64,6.18401510823905e-05,0.3455656193769895,0.6365914180553872,0.7443552801445359,0.6099574974048143,0
65,5.2591039990714115e-05,0.34506550655289964,0.6424221474357685,0.7391330318528886,0.6075437072618776,1
66,4.394251835592381e-05,0.33680832629159335,0.6449812031790708,0.7438421892717239,0.6122109917616092,2
67,3.594790718982336e-05,0.34525490491401345,0.6386006008607099,0.7450178106923095,0.6109230874470214,0
68,2.8656495928729772e-05,0.3420227955340783,0.6425431614022632,0.7508793863794316,0.6190579943210334,0
69,2.2113238547707944e-05,0.3378320862745349,0.643132615978424,0.7506707014610954,0.6179083933531772,1
70,1.6358476404365774e-05,0.33809994619626266,0.648994833568767,0.7493274747521285,0.6165458609836247,2
71,1.1427689520969544e-05,0.33768656087435767,0.6449935988614726,0.7505742278172934,0.6180969375413216,3
72,7.351277838308446e-06,0.327411391153619,0.6543902357215351,0.7513125953249525,0.6194273386297522,0
73,4.154373789950504e-06,0.3327031660399515,0.6496348959544404,0.751765336389126,0.6195567338940411,0
74,1.8566873524323265e-06,0.33087092202095997,0.6507214844885765,0.7517784957526684,0.6194928745367588,0
75,4.72384526699471e-07,0.33301293228194984,0.6510517772806068,0.7518019416057432,0.6195964635598591,0
